"REF_DATE","GEO","DGUID","Age","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009/2010","Yukon","2016A000260","17 years","Males","Number","223","units ","0","v66462458","12.16.2","207","","","","0"
"2009/2010","Yukon","2016A000260","17 years","Females","Number","223","units ","0","v66462459","12.16.3","171","","","","0"
"2009/2010","Yukon","2016A000260","18 years","Total, sex","Number","223","units ","0","v66462460","12.17.1","120","","","","0"
"2009/2010","Yukon","2016A000260","18 years","Males","Number","223","units ","0","v66462461","12.17.2","66","","","","0"
"2009/2010","Yukon","2016A000260","18 years","Females","Number","223","units ","0","v66462462","12.17.3","54","","","","0"
"2009/2010","Yukon","2016A000260","19 years","Total, sex","Number","223","units ","0","v66462463","12.18.1","66","","","","0"
"2009/2010","Yukon","2016A000260","19 years","Males","Number","223","units ","0","v66462464","12.18.2","30","","","","0"
"2009/2010","Yukon","2016A000260","19 years","Females","Number","223","units ","0","v66462465","12.18.3","36","","","","0"
"2009/2010","Yukon","2016A000260","20 years","Total, sex","Number","223","units ","0","v66462466","12.19.1","39","","","","0"
"2009/2010","Yukon","2016A000260","20 years","Males","Number","223","units ","0","v66462467","12.19.2","21","","","","0"
"2009/2010","Yukon","2016A000260","20 years","Females","Number","223","units ","0","v66462468","12.19.3","15","","","","0"
"2009/2010","Yukon","2016A000260","21 years and over","Total, sex","Number","223","units ","0","v66462469","12.20.1","36","","","","0"
"2009/2010","Yukon","2016A000260","21 years and over","Males","Number","223","units ","0","v66462470","12.20.2","18","","","","0"
"2009/2010","Yukon","2016A000260","21 years and over","Females","Number","223","units ","0","v66462471","12.20.3","18","","","","0"
"2009/2010","Northwest Territories","2016A000261","Total, age","Total, sex","Number","223","units ","0","v66462472","13.1.1","8565","","","","0"
"2009/2010","Northwest Territories","2016A000261","Total, age","Males","Number","223","units ","0","v66462473","13.1.2","4275","","","","0"
"2009/2010","Northwest Territories","2016A000261","Total, age","Females","Number","223","units ","0","v66462474","13.1.3","4287","","","","0"
"2009/2010","Northwest Territories","2016A000261","4 years","Total, sex","Number","223","units ","0","v101834105","13.3.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","4 years","Males","Number","223","units ","0","v101834106","13.3.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","4 years","Females","Number","223","units ","0","v101834107","13.3.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","5 years","Total, sex","Number","223","units ","0","v101834108","13.4.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","5 years","Males","Number","223","units ","0","v101834109","13.4.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","5 years","Females","Number","223","units ","0","v101834110","13.4.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","6 years","Total, sex","Number","223","units ","0","v101834111","13.5.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","6 years","Males","Number","223","units ","0","v101834112","13.5.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","6 years","Females","Number","223","units ","0","v101834113","13.5.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","7 years","Total, sex","Number","223","units ","0","v101834114","13.6.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","7 years","Males","Number","223","units ","0","v101834115","13.6.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","7 years","Females","Number","223","units ","0","v101834116","13.6.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","8 years","Total, sex","Number","223","units ","0","v101834117","13.7.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","8 years","Males","Number","223","units ","0","v101834118","13.7.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","8 years","Females","Number","223","units ","0","v101834119","13.7.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","9 years","Total, sex","Number","223","units ","0","v101834120","13.8.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","9 years","Males","Number","223","units ","0","v101834121","13.8.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","9 years","Females","Number","223","units ","0","v101834122","13.8.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","10 years","Total, sex","Number","223","units ","0","v101834123","13.9.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","10 years","Males","Number","223","units ","0","v101834124","13.9.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","10 years","Females","Number","223","units ","0","v101834125","13.9.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","11 years","Total, sex","Number","223","units ","0","v101834126","13.10.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","11 years","Males","Number","223","units ","0","v101834127","13.10.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","11 years","Females","Number","223","units ","0","v101834128","13.10.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","12 years","Total, sex","Number","223","units ","0","v101834129","13.11.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","12 years","Males","Number","223","units ","0","v101834130","13.11.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","12 years","Females","Number","223","units ","0","v101834131","13.11.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","13 years","Total, sex","Number","223","units ","0","v101834132","13.12.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","13 years","Males","Number","223","units ","0","v101834133","13.12.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","13 years","Females","Number","223","units ","0","v101834134","13.12.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","14 years","Total, sex","Number","223","units ","0","v101834135","13.13.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","14 years","Males","Number","223","units ","0","v101834136","13.13.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","14 years","Females","Number","223","units ","0","v101834137","13.13.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","15 years","Total, sex","Number","223","units ","0","v101834138","13.14.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","15 years","Males","Number","223","units ","0","v101834139","13.14.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","15 years","Females","Number","223","units ","0","v101834140","13.14.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","16 years","Total, sex","Number","223","units ","0","v101834141","13.15.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","16 years","Males","Number","223","units ","0","v101834142","13.15.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","16 years","Females","Number","223","units ","0","v101834143","13.15.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","17 years","Total, sex","Number","223","units ","0","v101834144","13.16.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","17 years","Males","Number","223","units ","0","v101834145","13.16.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","17 years","Females","Number","223","units ","0","v101834146","13.16.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","18 years","Total, sex","Number","223","units ","0","v101834147","13.17.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","18 years","Males","Number","223","units ","0","v101834148","13.17.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","18 years","Females","Number","223","units ","0","v101834149","13.17.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","19 years","Total, sex","Number","223","units ","0","v101834150","13.18.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","19 years","Males","Number","223","units ","0","v101834151","13.18.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","19 years","Females","Number","223","units ","0","v101834152","13.18.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","20 years","Total, sex","Number","223","units ","0","v101834153","13.19.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","20 years","Males","Number","223","units ","0","v101834154","13.19.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","20 years","Females","Number","223","units ","0","v101834155","13.19.3","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","21 years and over","Total, sex","Number","223","units ","0","v101834156","13.20.1","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","21 years and over","Males","Number","223","units ","0","v101834157","13.20.2","","..","","","0"
"2009/2010","Northwest Territories","2016A000261","21 years and over","Females","Number","223","units ","0","v101834158","13.20.3","","..","","","0"
"2009/2010","Nunavut","2016A000262","Total, age","Total, sex","Number","223","units ","0","v91665802","14.1.1","9039","","","","0"
"2009/2010","Nunavut","2016A000262","Total, age","Males","Number","223","units ","0","v91665803","14.1.2","4653","","","","0"
"2009/2010","Nunavut","2016A000262","Total, age","Females","Number","223","units ","0","v91665804","14.1.3","4383","","","","0"
"2010/2011","Canada","2016A000011124","Total, age","Total, sex","Number","223","units ","0","v66461752","1.1.1","4738065","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Total, age","Total, sex","Number","223","units ","0","v66461812","2.1.1","68655","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Total, age","Males","Number","223","units ","0","v66461813","2.1.2","35091","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","Total, age","Females","Number","223","units ","0","v66461814","2.1.3","33564","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","5 years","Total, sex","Number","223","units ","0","v66461821","2.4.1","4671","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","5 years","Males","Number","223","units ","0","v66461822","2.4.2","2343","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","5 years","Females","Number","223","units ","0","v66461823","2.4.3","2328","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","6 years","Total, sex","Number","223","units ","0","v66461824","2.5.1","4764","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","6 years","Males","Number","223","units ","0","v66461825","2.5.2","2451","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","6 years","Females","Number","223","units ","0","v66461826","2.5.3","2310","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","7 years","Total, sex","Number","223","units ","0","v66461827","2.6.1","4848","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","7 years","Males","Number","223","units ","0","v66461828","2.6.2","2457","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","7 years","Females","Number","223","units ","0","v66461829","2.6.3","2388","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","8 years","Total, sex","Number","223","units ","0","v66461830","2.7.1","4905","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","8 years","Males","Number","223","units ","0","v66461831","2.7.2","2427","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","8 years","Females","Number","223","units ","0","v66461832","2.7.3","2478","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","9 years","Total, sex","Number","223","units ","0","v66461833","2.8.1","4971","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","9 years","Males","Number","223","units ","0","v66461834","2.8.2","2562","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","9 years","Females","Number","223","units ","0","v66461835","2.8.3","2406","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","10 years","Total, sex","Number","223","units ","0","v66461836","2.9.1","5085","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","10 years","Males","Number","223","units ","0","v66461837","2.9.2","2673","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","10 years","Females","Number","223","units ","0","v66461838","2.9.3","2412","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","11 years","Total, sex","Number","223","units ","0","v66461839","2.10.1","5232","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","11 years","Males","Number","223","units ","0","v66461840","2.10.2","2607","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","11 years","Females","Number","223","units ","0","v66461841","2.10.3","2625","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","12 years","Total, sex","Number","223","units ","0","v66461842","2.11.1","5232","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","12 years","Males","Number","223","units ","0","v66461843","2.11.2","2667","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","12 years","Females","Number","223","units ","0","v66461844","2.11.3","2568","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","13 years","Total, sex","Number","223","units ","0","v66461845","2.12.1","5316","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","13 years","Males","Number","223","units ","0","v66461846","2.12.2","2700","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","13 years","Females","Number","223","units ","0","v66461847","2.12.3","2616","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","14 years","Total, sex","Number","223","units ","0","v66461848","2.13.1","5490","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","14 years","Males","Number","223","units ","0","v66461849","2.13.2","2850","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","14 years","Females","Number","223","units ","0","v66461850","2.13.3","2640","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","15 years","Total, sex","Number","223","units ","0","v66461851","2.14.1","5517","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","15 years","Males","Number","223","units ","0","v66461852","2.14.2","2784","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","15 years","Females","Number","223","units ","0","v66461853","2.14.3","2733","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","16 years","Total, sex","Number","223","units ","0","v66461854","2.15.1","5733","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","16 years","Males","Number","223","units ","0","v66461855","2.15.2","2952","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","16 years","Females","Number","223","units ","0","v66461856","2.15.3","2781","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","17 years","Total, sex","Number","223","units ","0","v66461857","2.16.1","5520","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","17 years","Males","Number","223","units ","0","v66461858","2.16.2","2784","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","17 years","Females","Number","223","units ","0","v66461859","2.16.3","2736","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","18 years","Total, sex","Number","223","units ","0","v66461860","2.17.1","1137","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","18 years","Males","Number","223","units ","0","v66461861","2.17.2","693","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","18 years","Females","Number","223","units ","0","v66461862","2.17.3","444","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","19 years","Total, sex","Number","223","units ","0","v66461863","2.18.1","183","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","19 years","Males","Number","223","units ","0","v66461864","2.18.2","114","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","19 years","Females","Number","223","units ","0","v66461865","2.18.3","69","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","20 years","Total, sex","Number","223","units ","0","v66461866","2.19.1","51","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","20 years","Males","Number","223","units ","0","v66461867","2.19.2","27","","","","0"
"2010/2011","Newfoundland and Labrador","2016A000210","20 years","Females","Number","223","units ","0","v66461868","2.19.3","27","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Total, age","Total, sex","Number","223","units ","0","v66461872","3.1.1","21162","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Total, age","Males","Number","223","units ","0","v66461873","3.1.2","10854","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Total, age","Females","Number","223","units ","0","v66461874","3.1.3","10308","","","","0"
"2010/2011","Prince Edward Island","2016A000211","4 years","Total, sex","Number","223","units ","0","v66461878","3.3.1","294","","","","0"
"2010/2011","Prince Edward Island","2016A000211","4 years","Males","Number","223","units ","0","v66461879","3.3.2","135","","","","0"
"2010/2011","Prince Edward Island","2016A000211","4 years","Females","Number","223","units ","0","v66461880","3.3.3","159","","","","0"
"2010/2011","Prince Edward Island","2016A000211","5 years","Total, sex","Number","223","units ","0","v66461881","3.4.1","1431","","","","0"
"2010/2011","Prince Edward Island","2016A000211","5 years","Males","Number","223","units ","0","v66461882","3.4.2","732","","","","0"
"2010/2011","Prince Edward Island","2016A000211","5 years","Females","Number","223","units ","0","v66461883","3.4.3","699","","","","0"
"2010/2011","Prince Edward Island","2016A000211","6 years","Total, sex","Number","223","units ","0","v66461884","3.5.1","1410","","","","0"
"2010/2011","Prince Edward Island","2016A000211","6 years","Males","Number","223","units ","0","v66461885","3.5.2","711","","","","0"
"2010/2011","Prince Edward Island","2016A000211","6 years","Females","Number","223","units ","0","v66461886","3.5.3","699","","","","0"
"2010/2011","Prince Edward Island","2016A000211","7 years","Total, sex","Number","223","units ","0","v66461887","3.6.1","1437","","","","0"
"2010/2011","Prince Edward Island","2016A000211","7 years","Males","Number","223","units ","0","v66461888","3.6.2","708","","","","0"
"2010/2011","Prince Edward Island","2016A000211","7 years","Females","Number","223","units ","0","v66461889","3.6.3","729","","","","0"
"2010/2011","Prince Edward Island","2016A000211","8 years","Total, sex","Number","223","units ","0","v66461890","3.7.1","1404","","","","0"
"2010/2011","Prince Edward Island","2016A000211","8 years","Males","Number","223","units ","0","v66461891","3.7.2","705","","","","0"
"2010/2011","Prince Edward Island","2016A000211","8 years","Females","Number","223","units ","0","v66461892","3.7.3","699","","","","0"
"2010/2011","Prince Edward Island","2016A000211","9 years","Total, sex","Number","223","units ","0","v66461893","3.8.1","1443","","","","0"
"2010/2011","Prince Edward Island","2016A000211","9 years","Males","Number","223","units ","0","v66461894","3.8.2","732","","","","0"
"2010/2011","Prince Edward Island","2016A000211","9 years","Females","Number","223","units ","0","v66461895","3.8.3","714","","","","0"
"2010/2011","Prince Edward Island","2016A000211","10 years","Total, sex","Number","223","units ","0","v66461896","3.9.1","1590","","","","0"
"2010/2011","Prince Edward Island","2016A000211","10 years","Males","Number","223","units ","0","v66461897","3.9.2","813","","","","0"
"2010/2011","Prince Edward Island","2016A000211","10 years","Females","Number","223","units ","0","v66461898","3.9.3","780","","","","0"
"2010/2011","Prince Edward Island","2016A000211","11 years","Total, sex","Number","223","units ","0","v66461899","3.10.1","1545","","","","0"
"2010/2011","Prince Edward Island","2016A000211","11 years","Males","Number","223","units ","0","v66461900","3.10.2","813","","","","0"
"2010/2011","Prince Edward Island","2016A000211","11 years","Females","Number","223","units ","0","v66461901","3.10.3","732","","","","0"
"2010/2011","Prince Edward Island","2016A000211","12 years","Total, sex","Number","223","units ","0","v66461902","3.11.1","1593","","","","0"
"2010/2011","Prince Edward Island","2016A000211","12 years","Males","Number","223","units ","0","v66461903","3.11.2","789","","","","0"
"2010/2011","Prince Edward Island","2016A000211","12 years","Females","Number","223","units ","0","v66461904","3.11.3","807","","","","0"
"2010/2011","Prince Edward Island","2016A000211","13 years","Total, sex","Number","223","units ","0","v66461905","3.12.1","1701","","","","0"
"2010/2011","Prince Edward Island","2016A000211","13 years","Males","Number","223","units ","0","v66461906","3.12.2","897","","","","0"
"2010/2011","Prince Edward Island","2016A000211","13 years","Females","Number","223","units ","0","v66461907","3.12.3","804","","","","0"
"2010/2011","Prince Edward Island","2016A000211","14 years","Total, sex","Number","223","units ","0","v66461908","3.13.1","1818","","","","0"
"2010/2011","Prince Edward Island","2016A000211","14 years","Males","Number","223","units ","0","v66461909","3.13.2","945","","","","0"
"2010/2011","Prince Edward Island","2016A000211","14 years","Females","Number","223","units ","0","v66461910","3.13.3","873","","","","0"
"2010/2011","Prince Edward Island","2016A000211","15 years","Total, sex","Number","223","units ","0","v66461911","3.14.1","1863","","","","0"
"2010/2011","Prince Edward Island","2016A000211","15 years","Males","Number","223","units ","0","v66461912","3.14.2","975","","","","0"
"2010/2011","Prince Edward Island","2016A000211","15 years","Females","Number","223","units ","0","v66461913","3.14.3","888","","","","0"
"2010/2011","Prince Edward Island","2016A000211","16 years","Total, sex","Number","223","units ","0","v66461914","3.15.1","1791","","","","0"
"2010/2011","Prince Edward Island","2016A000211","16 years","Males","Number","223","units ","0","v66461915","3.15.2","885","","","","0"
"2010/2011","Prince Edward Island","2016A000211","16 years","Females","Number","223","units ","0","v66461916","3.15.3","906","","","","0"
"2010/2011","Prince Edward Island","2016A000211","17 years","Total, sex","Number","223","units ","0","v66461917","3.16.1","1494","","","","0"
"2010/2011","Prince Edward Island","2016A000211","17 years","Males","Number","223","units ","0","v66461918","3.16.2","810","","","","0"
"2010/2011","Prince Edward Island","2016A000211","17 years","Females","Number","223","units ","0","v66461919","3.16.3","687","","","","0"
"2010/2011","Prince Edward Island","2016A000211","18 years","Total, sex","Number","223","units ","0","v66461920","3.17.1","288","","","","0"
"2010/2011","Prince Edward Island","2016A000211","18 years","Males","Number","223","units ","0","v66461921","3.17.2","180","","","","0"
"2010/2011","Prince Edward Island","2016A000211","18 years","Females","Number","223","units ","0","v66461922","3.17.3","105","","","","0"
"2010/2011","Prince Edward Island","2016A000211","19 years","Total, sex","Number","223","units ","0","v66461923","3.18.1","51","","","","0"
"2010/2011","Prince Edward Island","2016A000211","19 years","Males","Number","223","units ","0","v66461924","3.18.2","30","","","","0"
"2010/2011","Prince Edward Island","2016A000211","19 years","Females","Number","223","units ","0","v66461925","3.18.3","21","","","","0"
"2010/2011","Prince Edward Island","2016A000211","20 years","Total, sex","Number","223","units ","0","v66461926","3.19.1","9","","","","0"
"2010/2011","Prince Edward Island","2016A000211","20 years","Males","Number","223","units ","0","v66461927","3.19.2","0","","","","0"
"2010/2011","Prince Edward Island","2016A000211","20 years","Females","Number","223","units ","0","v66461928","3.19.3","9","","","","0"
"2010/2011","Prince Edward Island","2016A000211","21 years and over","Total, sex","Number","223","units ","0","v109758652","3.20.1","0","","","","0"
"2010/2011","Prince Edward Island","2016A000211","21 years and over","Males","Number","223","units ","0","v109758653","3.20.2","0","","","","0"
"2010/2011","Prince Edward Island","2016A000211","21 years and over","Females","Number","223","units ","0","v109758654","3.20.3","0","","","","0"
"2010/2011","Nova Scotia","2016A000212","Total, age","Total, sex","Number","223","units ","0","v66461932","4.1.1","128133","","","","0"
"2010/2011","Nova Scotia","2016A000212","Total, age","Males","Number","223","units ","0","v66461933","4.1.2","65370","","","","0"
"2010/2011","Nova Scotia","2016A000212","Total, age","Females","Number","223","units ","0","v66461934","4.1.3","62760","","","","0"
"2010/2011","Nova Scotia","2016A000212","4 years","Total, sex","Number","223","units ","0","v66461938","4.3.1","2196","","","","0"
"2010/2011","Nova Scotia","2016A000212","4 years","Males","Number","223","units ","0","v66461939","4.3.2","1077","","","","0"
"2010/2011","Nova Scotia","2016A000212","4 years","Females","Number","223","units ","0","v66461940","4.3.3","1122","","","","0"
"2010/2011","Nova Scotia","2016A000212","5 years","Total, sex","Number","223","units ","0","v66461941","4.4.1","8316","","","","0"
"2010/2011","Nova Scotia","2016A000212","5 years","Males","Number","223","units ","0","v66461942","4.4.2","4221","","","","0"
"2010/2011","Nova Scotia","2016A000212","5 years","Females","Number","223","units ","0","v66461943","4.4.3","4095","","","","0"
"2010/2011","Nova Scotia","2016A000212","6 years","Total, sex","Number","223","units ","0","v66461944","4.5.1","8487","","","","0"
"2010/2011","Nova Scotia","2016A000212","6 years","Males","Number","223","units ","0","v66461945","4.5.2","4251","","","","0"
"2010/2011","Nova Scotia","2016A000212","6 years","Females","Number","223","units ","0","v66461946","4.5.3","4236","","","","0"
"2010/2011","Nova Scotia","2016A000212","7 years","Total, sex","Number","223","units ","0","v66461947","4.6.1","8559","","","","0"
"2010/2011","Nova Scotia","2016A000212","7 years","Males","Number","223","units ","0","v66461948","4.6.2","4422","","","","0"
"2010/2011","Nova Scotia","2016A000212","7 years","Females","Number","223","units ","0","v66461949","4.6.3","4137","","","","0"
"2010/2011","Nova Scotia","2016A000212","8 years","Total, sex","Number","223","units ","0","v66461950","4.7.1","8523","","","","0"
"2010/2011","Nova Scotia","2016A000212","8 years","Males","Number","223","units ","0","v66461951","4.7.2","4335","","","","0"
"2010/2011","Nova Scotia","2016A000212","8 years","Females","Number","223","units ","0","v66461952","4.7.3","4188","","","","0"
"2010/2011","Nova Scotia","2016A000212","9 years","Total, sex","Number","223","units ","0","v66461953","4.8.1","8835","","","","0"
"2010/2011","Nova Scotia","2016A000212","9 years","Males","Number","223","units ","0","v66461954","4.8.2","4512","","","","0"
"2010/2011","Nova Scotia","2016A000212","9 years","Females","Number","223","units ","0","v66461955","4.8.3","4320","","","","0"
"2010/2011","Nova Scotia","2016A000212","10 years","Total, sex","Number","223","units ","0","v66461956","4.9.1","9174","","","","0"
"2010/2011","Nova Scotia","2016A000212","10 years","Males","Number","223","units ","0","v66461957","4.9.2","4662","","","","0"
"2010/2011","Nova Scotia","2016A000212","10 years","Females","Number","223","units ","0","v66461958","4.9.3","4512","","","","0"
"2010/2011","Nova Scotia","2016A000212","11 years","Total, sex","Number","223","units ","0","v66461959","4.10.1","9414","","","","0"
"2010/2011","Nova Scotia","2016A000212","11 years","Males","Number","223","units ","0","v66461960","4.10.2","4803","","","","0"
"2010/2011","Nova Scotia","2016A000212","11 years","Females","Number","223","units ","0","v66461961","4.10.3","4611","","","","0"
"2010/2011","Nova Scotia","2016A000212","12 years","Total, sex","Number","223","units ","0","v66461962","4.11.1","9471","","","","0"
"2010/2011","Nova Scotia","2016A000212","12 years","Males","Number","223","units ","0","v66461963","4.11.2","4782","","","","0"
"2010/2011","Nova Scotia","2016A000212","12 years","Females","Number","223","units ","0","v66461964","4.11.3","4689","","","","0"
"2010/2011","Nova Scotia","2016A000212","13 years","Total, sex","Number","223","units ","0","v66461965","4.12.1","9795","","","","0"
"2010/2011","Nova Scotia","2016A000212","13 years","Males","Number","223","units ","0","v66461966","4.12.2","5094","","","","0"
"2010/2011","Nova Scotia","2016A000212","13 years","Females","Number","223","units ","0","v66461967","4.12.3","4701","","","","0"
"2010/2011","Nova Scotia","2016A000212","14 years","Total, sex","Number","223","units ","0","v66461968","4.13.1","10332","","","","0"
"2010/2011","Nova Scotia","2016A000212","14 years","Males","Number","223","units ","0","v66461969","4.13.2","5250","","","","0"
"2010/2011","Nova Scotia","2016A000212","14 years","Females","Number","223","units ","0","v66461970","4.13.3","5082","","","","0"
"2010/2011","Nova Scotia","2016A000212","15 years","Total, sex","Number","223","units ","0","v66461971","4.14.1","10542","","","","0"
"2010/2011","Nova Scotia","2016A000212","15 years","Males","Number","223","units ","0","v66461972","4.14.2","5334","","","","0"
"2010/2011","Nova Scotia","2016A000212","15 years","Females","Number","223","units ","0","v66461973","4.14.3","5205","","","","0"
"2010/2011","Nova Scotia","2016A000212","16 years","Total, sex","Number","223","units ","0","v66461974","4.15.1","10794","","","","0"
"2010/2011","Nova Scotia","2016A000212","16 years","Males","Number","223","units ","0","v66461975","4.15.2","5526","","","","0"
"2010/2011","Nova Scotia","2016A000212","16 years","Females","Number","223","units ","0","v66461976","4.15.3","5268","","","","0"
"2010/2011","Nova Scotia","2016A000212","17 years","Total, sex","Number","223","units ","0","v66461977","4.16.1","10485","","","","0"
"2010/2011","Nova Scotia","2016A000212","17 years","Males","Number","223","units ","0","v66461978","4.16.2","5253","","","","0"
"2010/2011","Nova Scotia","2016A000212","17 years","Females","Number","223","units ","0","v66461979","4.16.3","5232","","","","0"
"2010/2011","Nova Scotia","2016A000212","18 years","Total, sex","Number","223","units ","0","v66461980","4.17.1","1959","","","","0"
"2010/2011","Nova Scotia","2016A000212","18 years","Males","Number","223","units ","0","v66461981","4.17.2","1221","","","","0"
"2010/2011","Nova Scotia","2016A000212","18 years","Females","Number","223","units ","0","v66461982","4.17.3","738","","","","0"
"2010/2011","Nova Scotia","2016A000212","19 years","Total, sex","Number","223","units ","0","v66461983","4.18.1","540","","","","0"
"2010/2011","Nova Scotia","2016A000212","19 years","Males","Number","223","units ","0","v66461984","4.18.2","336","","","","0"
