"REF_DATE","GEO","DGUID","Age","Sex","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2006/2007","British Columbia","2016A000259","7 years","Females","Number","223","units ","0","v66462369","11.6.3","17823","","","","0"
"2006/2007","British Columbia","2016A000259","8 years","Total, sex","Number","223","units ","0","v66462370","11.7.1","37932","","","","0"
"2006/2007","British Columbia","2016A000259","8 years","Males","Number","223","units ","0","v66462371","11.7.2","19383","","","","0"
"2006/2007","British Columbia","2016A000259","8 years","Females","Number","223","units ","0","v66462372","11.7.3","18552","","","","0"
"2006/2007","British Columbia","2016A000259","9 years","Total, sex","Number","223","units ","0","v66462373","11.8.1","39264","","","","0"
"2006/2007","British Columbia","2016A000259","9 years","Males","Number","223","units ","0","v66462374","11.8.2","20181","","","","0"
"2006/2007","British Columbia","2016A000259","9 years","Females","Number","223","units ","0","v66462375","11.8.3","19083","","","","0"
"2006/2007","British Columbia","2016A000259","10 years","Total, sex","Number","223","units ","0","v66462376","11.9.1","41559","","","","0"
"2006/2007","British Columbia","2016A000259","10 years","Males","Number","223","units ","0","v66462377","11.9.2","21495","","","","0"
"2006/2007","British Columbia","2016A000259","10 years","Females","Number","223","units ","0","v66462378","11.9.3","20064","","","","0"
"2006/2007","British Columbia","2016A000259","11 years","Total, sex","Number","223","units ","0","v66462379","11.10.1","43284","","","","0"
"2006/2007","British Columbia","2016A000259","11 years","Males","Number","223","units ","0","v66462380","11.10.2","22293","","","","0"
"2006/2007","British Columbia","2016A000259","11 years","Females","Number","223","units ","0","v66462381","11.10.3","20991","","","","0"
"2006/2007","British Columbia","2016A000259","12 years","Total, sex","Number","223","units ","0","v66462382","11.11.1","44541","","","","0"
"2006/2007","British Columbia","2016A000259","12 years","Males","Number","223","units ","0","v66462383","11.11.2","23085","","","","0"
"2006/2007","British Columbia","2016A000259","12 years","Females","Number","223","units ","0","v66462384","11.11.3","21459","","","","0"
"2006/2007","British Columbia","2016A000259","13 years","Total, sex","Number","223","units ","0","v66462385","11.12.1","45315","","","","0"
"2006/2007","British Columbia","2016A000259","13 years","Males","Number","223","units ","0","v66462386","11.12.2","23331","","","","0"
"2006/2007","British Columbia","2016A000259","13 years","Females","Number","223","units ","0","v66462387","11.12.3","21981","","","","0"
"2006/2007","British Columbia","2016A000259","14 years","Total, sex","Number","223","units ","0","v66462388","11.13.1","47151","","","","0"
"2006/2007","British Columbia","2016A000259","14 years","Males","Number","223","units ","0","v66462389","11.13.2","24222","","","","0"
"2006/2007","British Columbia","2016A000259","14 years","Females","Number","223","units ","0","v66462390","11.13.3","22932","","","","0"
"2006/2007","British Columbia","2016A000259","15 years","Total, sex","Number","223","units ","0","v66462391","11.14.1","48360","","","","0"
"2006/2007","British Columbia","2016A000259","15 years","Males","Number","223","units ","0","v66462392","11.14.2","24969","","","","0"
"2006/2007","British Columbia","2016A000259","15 years","Females","Number","223","units ","0","v66462393","11.14.3","23391","","","","0"
"2006/2007","British Columbia","2016A000259","16 years","Total, sex","Number","223","units ","0","v66462394","11.15.1","49458","","","","0"
"2006/2007","British Columbia","2016A000259","16 years","Males","Number","223","units ","0","v66462395","11.15.2","25344","","","","0"
"2006/2007","British Columbia","2016A000259","16 years","Females","Number","223","units ","0","v66462396","11.15.3","24114","","","","0"
"2006/2007","British Columbia","2016A000259","17 years","Total, sex","Number","223","units ","0","v66462397","11.16.1","48021","","","","0"
"2006/2007","British Columbia","2016A000259","17 years","Males","Number","223","units ","0","v66462398","11.16.2","24612","","","","0"
"2006/2007","British Columbia","2016A000259","17 years","Females","Number","223","units ","0","v66462399","11.16.3","23409","","","","0"
"2006/2007","British Columbia","2016A000259","18 years","Total, sex","Number","223","units ","0","v66462400","11.17.1","9525","","","","0"
"2006/2007","British Columbia","2016A000259","18 years","Males","Number","223","units ","0","v66462401","11.17.2","5484","","","","0"
"2006/2007","British Columbia","2016A000259","18 years","Females","Number","223","units ","0","v66462402","11.17.3","4044","","","","0"
"2006/2007","British Columbia","2016A000259","19 years","Total, sex","Number","223","units ","0","v66462403","11.18.1","1995","","","","0"
"2006/2007","British Columbia","2016A000259","19 years","Males","Number","223","units ","0","v66462404","11.18.2","1080","","","","0"
"2006/2007","British Columbia","2016A000259","19 years","Females","Number","223","units ","0","v66462405","11.18.3","915","","","","0"
"2006/2007","British Columbia","2016A000259","20 years","Total, sex","Number","223","units ","0","v66462406","11.19.1","354","","","","0"
"2006/2007","British Columbia","2016A000259","20 years","Males","Number","223","units ","0","v66462407","11.19.2","165","","","","0"
"2006/2007","British Columbia","2016A000259","20 years","Females","Number","223","units ","0","v66462408","11.19.3","189","","","","0"
"2006/2007","British Columbia","2016A000259","21 years and over","Total, sex","Number","223","units ","0","v66462409","11.20.1","1689","","","","0"
"2006/2007","British Columbia","2016A000259","21 years and over","Males","Number","223","units ","0","v66462410","11.20.2","600","","","","0"
"2006/2007","British Columbia","2016A000259","21 years and over","Females","Number","223","units ","0","v66462411","11.20.3","1086","","","","0"
"2006/2007","Yukon","2016A000260","Total, age","Total, sex","Number","223","units ","0","v66462412","12.1.1","5472","","","","0"
"2006/2007","Yukon","2016A000260","Total, age","Males","Number","223","units ","0","v66462413","12.1.2","2814","","","","0"
"2006/2007","Yukon","2016A000260","Total, age","Females","Number","223","units ","0","v66462414","12.1.3","2658","","","","0"
"2006/2007","Yukon","2016A000260","Less than 4 years","Total, sex","Number","223","units ","0","v66462415","12.2.1","15","","","","0"
"2006/2007","Yukon","2016A000260","Less than 4 years","Males","Number","223","units ","0","v66462416","12.2.2","9","","","","0"
"2006/2007","Yukon","2016A000260","Less than 4 years","Females","Number","223","units ","0","v66462417","12.2.3","6","","","","0"
"2006/2007","Yukon","2016A000260","4 years","Total, sex","Number","223","units ","0","v66462418","12.3.1","114","","","","0"
"2006/2007","Yukon","2016A000260","4 years","Males","Number","223","units ","0","v66462419","12.3.2","63","","","","0"
"2006/2007","Yukon","2016A000260","4 years","Females","Number","223","units ","0","v66462420","12.3.3","54","","","","0"
"2006/2007","Yukon","2016A000260","5 years","Total, sex","Number","223","units ","0","v66462421","12.4.1","324","","","","0"
"2006/2007","Yukon","2016A000260","5 years","Males","Number","223","units ","0","v66462422","12.4.2","171","","","","0"
"2006/2007","Yukon","2016A000260","5 years","Females","Number","223","units ","0","v66462423","12.4.3","153","","","","0"
"2006/2007","Yukon","2016A000260","6 years","Total, sex","Number","223","units ","0","v66462424","12.5.1","159","","","","0"
"2006/2007","Yukon","2016A000260","6 years","Males","Number","223","units ","0","v66462425","12.5.2","0","","","","0"
"2006/2007","Yukon","2016A000260","6 years","Females","Number","223","units ","0","v66462426","12.5.3","159","","","","0"
"2006/2007","Yukon","2016A000260","7 years","Total, sex","Number","223","units ","0","v66462427","12.6.1","381","","","","0"
"2006/2007","Yukon","2016A000260","7 years","Males","Number","223","units ","0","v66462428","12.6.2","183","","","","0"
"2006/2007","Yukon","2016A000260","7 years","Females","Number","223","units ","0","v66462429","12.6.3","198","","","","0"
"2006/2007","Yukon","2016A000260","8 years","Total, sex","Number","223","units ","0","v66462430","12.7.1","333","","","","0"
"2006/2007","Yukon","2016A000260","8 years","Males","Number","223","units ","0","v66462431","12.7.2","159","","","","0"
"2006/2007","Yukon","2016A000260","8 years","Females","Number","223","units ","0","v66462432","12.7.3","177","","","","0"
"2006/2007","Yukon","2016A000260","9 years","Total, sex","Number","223","units ","0","v66462433","12.8.1","366","","","","0"
"2006/2007","Yukon","2016A000260","9 years","Males","Number","223","units ","0","v66462434","12.8.2","183","","","","0"
"2006/2007","Yukon","2016A000260","9 years","Females","Number","223","units ","0","v66462435","12.8.3","183","","","","0"
"2006/2007","Yukon","2016A000260","10 years","Total, sex","Number","223","units ","0","v66462436","12.9.1","366","","","","0"
"2006/2007","Yukon","2016A000260","10 years","Males","Number","223","units ","0","v66462437","12.9.2","186","","","","0"
"2006/2007","Yukon","2016A000260","10 years","Females","Number","223","units ","0","v66462438","12.9.3","177","","","","0"
"2006/2007","Yukon","2016A000260","11 years","Total, sex","Number","223","units ","0","v66462439","12.10.1","417","","","","0"
"2006/2007","Yukon","2016A000260","11 years","Males","Number","223","units ","0","v66462440","12.10.2","207","","","","0"
"2006/2007","Yukon","2016A000260","11 years","Females","Number","223","units ","0","v66462441","12.10.3","207","","","","0"
"2006/2007","Yukon","2016A000260","12 years","Total, sex","Number","223","units ","0","v66462442","12.11.1","399","","","","0"
"2006/2007","Yukon","2016A000260","12 years","Males","Number","223","units ","0","v66462443","12.11.2","198","","","","0"
"2006/2007","Yukon","2016A000260","12 years","Females","Number","223","units ","0","v66462444","12.11.3","198","","","","0"
"2006/2007","Yukon","2016A000260","13 years","Total, sex","Number","223","units ","0","v66462445","12.12.1","423","","","","0"
"2006/2007","Yukon","2016A000260","13 years","Males","Number","223","units ","0","v66462446","12.12.2","210","","","","0"
"2006/2007","Yukon","2016A000260","13 years","Females","Number","223","units ","0","v66462447","12.12.3","210","","","","0"
"2006/2007","Yukon","2016A000260","14 years","Total, sex","Number","223","units ","0","v66462448","12.13.1","441","","","","0"
"2006/2007","Yukon","2016A000260","14 years","Males","Number","223","units ","0","v66462449","12.13.2","219","","","","0"
"2006/2007","Yukon","2016A000260","14 years","Females","Number","223","units ","0","v66462450","12.13.3","219","","","","0"
"2006/2007","Yukon","2016A000260","15 years","Total, sex","Number","223","units ","0","v66462451","12.14.1","450","","","","0"
"2006/2007","Yukon","2016A000260","15 years","Males","Number","223","units ","0","v66462452","12.14.2","246","","","","0"
"2006/2007","Yukon","2016A000260","15 years","Females","Number","223","units ","0","v66462453","12.14.3","204","","","","0"
"2006/2007","Yukon","2016A000260","16 years","Total, sex","Number","223","units ","0","v66462454","12.15.1","462","","","","0"
"2006/2007","Yukon","2016A000260","16 years","Males","Number","223","units ","0","v66462455","12.15.2","240","","","","0"
"2006/2007","Yukon","2016A000260","16 years","Females","Number","223","units ","0","v66462456","12.15.3","222","","","","0"
"2006/2007","Yukon","2016A000260","17 years","Total, sex","Number","223","units ","0","v66462457","12.16.1","420","","","","0"
"2006/2007","Yukon","2016A000260","17 years","Males","Number","223","units ","0","v66462458","12.16.2","255","","","","0"
"2006/2007","Yukon","2016A000260","17 years","Females","Number","223","units ","0","v66462459","12.16.3","165","","","","0"
"2006/2007","Yukon","2016A000260","18 years","Total, sex","Number","223","units ","0","v66462460","12.17.1","255","","","","0"
"2006/2007","Yukon","2016A000260","18 years","Males","Number","223","units ","0","v66462461","12.17.2","192","","","","0"
"2006/2007","Yukon","2016A000260","18 years","Females","Number","223","units ","0","v66462462","12.17.3","60","","","","0"
"2006/2007","Yukon","2016A000260","19 years","Total, sex","Number","223","units ","0","v66462463","12.18.1","90","","","","0"
"2006/2007","Yukon","2016A000260","19 years","Males","Number","223","units ","0","v66462464","12.18.2","57","","","","0"
"2006/2007","Yukon","2016A000260","19 years","Females","Number","223","units ","0","v66462465","12.18.3","30","","","","0"
"2006/2007","Yukon","2016A000260","20 years","Total, sex","Number","223","units ","0","v66462466","12.19.1","30","","","","0"
"2006/2007","Yukon","2016A000260","20 years","Males","Number","223","units ","0","v66462467","12.19.2","21","","","","0"
"2006/2007","Yukon","2016A000260","20 years","Females","Number","223","units ","0","v66462468","12.19.3","9","","","","0"
"2006/2007","Yukon","2016A000260","21 years and over","Total, sex","Number","223","units ","0","v66462469","12.20.1","30","","","","0"
"2006/2007","Yukon","2016A000260","21 years and over","Males","Number","223","units ","0","v66462470","12.20.2","18","","","","0"
"2006/2007","Yukon","2016A000260","21 years and over","Females","Number","223","units ","0","v66462471","12.20.3","15","","","","0"
"2006/2007","Northwest Territories","2016A000261","Total, age","Total, sex","Number","223","units ","0","v66462472","13.1.1","9330","","","","0"
"2006/2007","Northwest Territories","2016A000261","Total, age","Males","Number","223","units ","0","v66462473","13.1.2","4734","","","","0"
"2006/2007","Northwest Territories","2016A000261","Total, age","Females","Number","223","units ","0","v66462474","13.1.3","4599","","","","0"
"2007/2008","Canada","2016A000011124","Total, age","Total, sex","Number","223","units ","0","v66461752","1.1.1","4820031","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Total, age","Total, sex","Number","223","units ","0","v66461812","2.1.1","72111","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Total, age","Males","Number","223","units ","0","v66461813","2.1.2","36939","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","Total, age","Females","Number","223","units ","0","v66461814","2.1.3","35166","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","5 years","Total, sex","Number","223","units ","0","v66461821","2.4.1","4674","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","5 years","Males","Number","223","units ","0","v66461822","2.4.2","2322","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","5 years","Females","Number","223","units ","0","v66461823","2.4.3","2352","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","6 years","Total, sex","Number","223","units ","0","v66461824","2.5.1","4788","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","6 years","Males","Number","223","units ","0","v66461825","2.5.2","2430","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","6 years","Females","Number","223","units ","0","v66461826","2.5.3","2358","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","7 years","Total, sex","Number","223","units ","0","v66461827","2.6.1","4974","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","7 years","Males","Number","223","units ","0","v66461828","2.6.2","2613","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","7 years","Females","Number","223","units ","0","v66461829","2.6.3","2361","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","8 years","Total, sex","Number","223","units ","0","v66461830","2.7.1","5193","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","8 years","Males","Number","223","units ","0","v66461831","2.7.2","2580","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","8 years","Females","Number","223","units ","0","v66461832","2.7.3","2613","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","9 years","Total, sex","Number","223","units ","0","v66461833","2.8.1","5169","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","9 years","Males","Number","223","units ","0","v66461834","2.8.2","2649","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","9 years","Females","Number","223","units ","0","v66461835","2.8.3","2520","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","10 years","Total, sex","Number","223","units ","0","v66461836","2.9.1","5145","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","10 years","Males","Number","223","units ","0","v66461837","2.9.2","2625","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","10 years","Females","Number","223","units ","0","v66461838","2.9.3","2520","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","11 years","Total, sex","Number","223","units ","0","v66461839","2.10.1","5376","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","11 years","Males","Number","223","units ","0","v66461840","2.10.2","2808","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","11 years","Females","Number","223","units ","0","v66461841","2.10.3","2571","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","12 years","Total, sex","Number","223","units ","0","v66461842","2.11.1","5316","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","12 years","Males","Number","223","units ","0","v66461843","2.11.2","2679","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","12 years","Females","Number","223","units ","0","v66461844","2.11.3","2634","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","13 years","Total, sex","Number","223","units ","0","v66461845","2.12.1","5529","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","13 years","Males","Number","223","units ","0","v66461846","2.12.2","2850","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","13 years","Females","Number","223","units ","0","v66461847","2.12.3","2679","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","14 years","Total, sex","Number","223","units ","0","v66461848","2.13.1","5487","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","14 years","Males","Number","223","units ","0","v66461849","2.13.2","2769","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","14 years","Females","Number","223","units ","0","v66461850","2.13.3","2715","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","15 years","Total, sex","Number","223","units ","0","v66461851","2.14.1","6120","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","15 years","Males","Number","223","units ","0","v66461852","2.14.2","3135","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","15 years","Females","Number","223","units ","0","v66461853","2.14.3","2985","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","16 years","Total, sex","Number","223","units ","0","v66461854","2.15.1","6246","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","16 years","Males","Number","223","units ","0","v66461855","2.15.2","3216","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","16 years","Females","Number","223","units ","0","v66461856","2.15.3","3030","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","17 years","Total, sex","Number","223","units ","0","v66461857","2.16.1","6471","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","17 years","Males","Number","223","units ","0","v66461858","2.16.2","3264","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","17 years","Females","Number","223","units ","0","v66461859","2.16.3","3210","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","18 years","Total, sex","Number","223","units ","0","v66461860","2.17.1","1320","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","18 years","Males","Number","223","units ","0","v66461861","2.17.2","801","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","18 years","Females","Number","223","units ","0","v66461862","2.17.3","519","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","19 years","Total, sex","Number","223","units ","0","v66461863","2.18.1","225","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","19 years","Males","Number","223","units ","0","v66461864","2.18.2","156","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","19 years","Females","Number","223","units ","0","v66461865","2.18.3","69","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","20 years","Total, sex","Number","223","units ","0","v66461866","2.19.1","69","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","20 years","Males","Number","223","units ","0","v66461867","2.19.2","42","","","","0"
"2007/2008","Newfoundland and Labrador","2016A000210","20 years","Females","Number","223","units ","0","v66461868","2.19.3","27","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Total, age","Total, sex","Number","223","units ","0","v66461872","3.1.1","20811","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Total, age","Males","Number","223","units ","0","v66461873","3.1.2","10752","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Total, age","Females","Number","223","units ","0","v66461874","3.1.3","10062","","","","0"
"2007/2008","Prince Edward Island","2016A000211","4 years","Total, sex","Number","223","units ","0","v66461878","3.3.1","0","","","","0"
"2007/2008","Prince Edward Island","2016A000211","4 years","Males","Number","223","units ","0","v66461879","3.3.2","0","","","","0"
"2007/2008","Prince Edward Island","2016A000211","4 years","Females","Number","223","units ","0","v66461880","3.3.3","0","","","","0"
"2007/2008","Prince Edward Island","2016A000211","5 years","Total, sex","Number","223","units ","0","v66461881","3.4.1","9","","","","0"
"2007/2008","Prince Edward Island","2016A000211","5 years","Males","Number","223","units ","0","v66461882","3.4.2","3","","","","0"
"2007/2008","Prince Edward Island","2016A000211","5 years","Females","Number","223","units ","0","v66461883","3.4.3","9","","","","0"
"2007/2008","Prince Edward Island","2016A000211","6 years","Total, sex","Number","223","units ","0","v66461884","3.5.1","1371","","","","0"
"2007/2008","Prince Edward Island","2016A000211","6 years","Males","Number","223","units ","0","v66461885","3.5.2","699","","","","0"
"2007/2008","Prince Edward Island","2016A000211","6 years","Females","Number","223","units ","0","v66461886","3.5.3","675","","","","0"
"2007/2008","Prince Edward Island","2016A000211","7 years","Total, sex","Number","223","units ","0","v66461887","3.6.1","1548","","","","0"
"2007/2008","Prince Edward Island","2016A000211","7 years","Males","Number","223","units ","0","v66461888","3.6.2","795","","","","0"
"2007/2008","Prince Edward Island","2016A000211","7 years","Females","Number","223","units ","0","v66461889","3.6.3","753","","","","0"
"2007/2008","Prince Edward Island","2016A000211","8 years","Total, sex","Number","223","units ","0","v66461890","3.7.1","1524","","","","0"
"2007/2008","Prince Edward Island","2016A000211","8 years","Males","Number","223","units ","0","v66461891","3.7.2","795","","","","0"
"2007/2008","Prince Edward Island","2016A000211","8 years","Females","Number","223","units ","0","v66461892","3.7.3","729","","","","0"
"2007/2008","Prince Edward Island","2016A000211","9 years","Total, sex","Number","223","units ","0","v66461893","3.8.1","1566","","","","0"
"2007/2008","Prince Edward Island","2016A000211","9 years","Males","Number","223","units ","0","v66461894","3.8.2","771","","","","0"
"2007/2008","Prince Edward Island","2016A000211","9 years","Females","Number","223","units ","0","v66461895","3.8.3","795","","","","0"
"2007/2008","Prince Edward Island","2016A000211","10 years","Total, sex","Number","223","units ","0","v66461896","3.9.1","1641","","","","0"
"2007/2008","Prince Edward Island","2016A000211","10 years","Males","Number","223","units ","0","v66461897","3.9.2","867","","","","0"
"2007/2008","Prince Edward Island","2016A000211","10 years","Females","Number","223","units ","0","v66461898","3.9.3","774","","","","0"
"2007/2008","Prince Edward Island","2016A000211","11 years","Total, sex","Number","223","units ","0","v66461899","3.10.1","1785","","","","0"
"2007/2008","Prince Edward Island","2016A000211","11 years","Males","Number","223","units ","0","v66461900","3.10.2","933","","","","0"
"2007/2008","Prince Edward Island","2016A000211","11 years","Females","Number","223","units ","0","v66461901","3.10.3","852","","","","0"
"2007/2008","Prince Edward Island","2016A000211","12 years","Total, sex","Number","223","units ","0","v66461902","3.11.1","1800","","","","0"
"2007/2008","Prince Edward Island","2016A000211","12 years","Males","Number","223","units ","0","v66461903","3.11.2","936","","","","0"
"2007/2008","Prince Edward Island","2016A000211","12 years","Females","Number","223","units ","0","v66461904","3.11.3","864","","","","0"
"2007/2008","Prince Edward Island","2016A000211","13 years","Total, sex","Number","223","units ","0","v66461905","3.12.1","1767","","","","0"
"2007/2008","Prince Edward Island","2016A000211","13 years","Males","Number","223","units ","0","v66461906","3.12.2","879","","","","0"
"2007/2008","Prince Edward Island","2016A000211","13 years","Females","Number","223","units ","0","v66461907","3.12.3","891","","","","0"
"2007/2008","Prince Edward Island","2016A000211","14 years","Total, sex","Number","223","units ","0","v66461908","3.13.1","1926","","","","0"
"2007/2008","Prince Edward Island","2016A000211","14 years","Males","Number","223","units ","0","v66461909","3.13.2","1005","","","","0"
"2007/2008","Prince Edward Island","2016A000211","14 years","Females","Number","223","units ","0","v66461910","3.13.3","924","","","","0"
"2007/2008","Prince Edward Island","2016A000211","15 years","Total, sex","Number","223","units ","0","v66461911","3.14.1","1914","","","","0"
"2007/2008","Prince Edward Island","2016A000211","15 years","Males","Number","223","units ","0","v66461912","3.14.2","972","","","","0"
"2007/2008","Prince Edward Island","2016A000211","15 years","Females","Number","223","units ","0","v66461913","3.14.3","942","","","","0"
"2007/2008","Prince Edward Island","2016A000211","16 years","Total, sex","Number","223","units ","0","v66461914","3.15.1","2037","","","","0"
"2007/2008","Prince Edward Island","2016A000211","16 years","Males","Number","223","units ","0","v66461915","3.15.2","1035","","","","0"
"2007/2008","Prince Edward Island","2016A000211","16 years","Females","Number","223","units ","0","v66461916","3.15.3","999","","","","0"
"2007/2008","Prince Edward Island","2016A000211","17 years","Total, sex","Number","223","units ","0","v66461917","3.16.1","1512","","","","0"
"2007/2008","Prince Edward Island","2016A000211","17 years","Males","Number","223","units ","0","v66461918","3.16.2","792","","","","0"
"2007/2008","Prince Edward Island","2016A000211","17 years","Females","Number","223","units ","0","v66461919","3.16.3","720","","","","0"
"2007/2008","Prince Edward Island","2016A000211","18 years","Total, sex","Number","223","units ","0","v66461920","3.17.1","339","","","","0"
"2007/2008","Prince Edward Island","2016A000211","18 years","Males","Number","223","units ","0","v66461921","3.17.2","228","","","","0"
"2007/2008","Prince Edward Island","2016A000211","18 years","Females","Number","223","units ","0","v66461922","3.17.3","111","","","","0"
"2007/2008","Prince Edward Island","2016A000211","19 years","Total, sex","Number","223","units ","0","v66461923","3.18.1","66","","","","0"
"2007/2008","Prince Edward Island","2016A000211","19 years","Males","Number","223","units ","0","v66461924","3.18.2","42","","","","0"
"2007/2008","Prince Edward Island","2016A000211","19 years","Females","Number","223","units ","0","v66461925","3.18.3","24","","","","0"
"2007/2008","Prince Edward Island","2016A000211","20 years","Total, sex","Number","223","units ","0","v66461926","3.19.1","6","","","","0"
"2007/2008","Prince Edward Island","2016A000211","20 years","Males","Number","223","units ","0","v66461927","3.19.2","6","","","","0"
"2007/2008","Prince Edward Island","2016A000211","20 years","Females","Number","223","units ","0","v66461928","3.19.3","0","","","","0"
"2007/2008","Nova Scotia","2016A000212","Total, age","Total, sex","Number","223","units ","0","v66461932","4.1.1","134964","","","","0"
"2007/2008","Nova Scotia","2016A000212","Total, age","Males","Number","223","units ","0","v66461933","4.1.2","68934","","","","0"
"2007/2008","Nova Scotia","2016A000212","Total, age","Females","Number","223","units ","0","v66461934","4.1.3","66033","","","","0"
"2007/2008","Nova Scotia","2016A000212","4 years","Total, sex","Number","223","units ","0","v66461938","4.3.1","525","","","","0"
"2007/2008","Nova Scotia","2016A000212","4 years","Males","Number","223","units ","0","v66461939","4.3.2","246","","","","0"
"2007/2008","Nova Scotia","2016A000212","4 years","Females","Number","223","units ","0","v66461940","4.3.3","282","","","","0"
"2007/2008","Nova Scotia","2016A000212","5 years","Total, sex","Number","223","units ","0","v66461941","4.4.1","8331","","","","0"
"2007/2008","Nova Scotia","2016A000212","5 years","Males","Number","223","units ","0","v66461942","4.4.2","4218","","","","0"
"2007/2008","Nova Scotia","2016A000212","5 years","Females","Number","223","units ","0","v66461943","4.4.3","4113","","","","0"
"2007/2008","Nova Scotia","2016A000212","6 years","Total, sex","Number","223","units ","0","v66461944","4.5.1","8715","","","","0"
"2007/2008","Nova Scotia","2016A000212","6 years","Males","Number","223","units ","0","v66461945","4.5.2","4455","","","","0"
"2007/2008","Nova Scotia","2016A000212","6 years","Females","Number","223","units ","0","v66461946","4.5.3","4263","","","","0"
"2007/2008","Nova Scotia","2016A000212","7 years","Total, sex","Number","223","units ","0","v66461947","4.6.1","9093","","","","0"
"2007/2008","Nova Scotia","2016A000212","7 years","Males","Number","223","units ","0","v66461948","4.6.2","4620","","","","0"
"2007/2008","Nova Scotia","2016A000212","7 years","Females","Number","223","units ","0","v66461949","4.6.3","4473","","","","0"
"2007/2008","Nova Scotia","2016A000212","8 years","Total, sex","Number","223","units ","0","v66461950","4.7.1","9258","","","","0"
"2007/2008","Nova Scotia","2016A000212","8 years","Males","Number","223","units ","0","v66461951","4.7.2","4725","","","","0"
"2007/2008","Nova Scotia","2016A000212","8 years","Females","Number","223","units ","0","v66461952","4.7.3","4533","","","","0"
"2007/2008","Nova Scotia","2016A000212","9 years","Total, sex","Number","223","units ","0","v66461953","4.8.1","9417","","","","0"
"2007/2008","Nova Scotia","2016A000212","9 years","Males","Number","223","units ","0","v66461954","4.8.2","4782","","","","0"
"2007/2008","Nova Scotia","2016A000212","9 years","Females","Number","223","units ","0","v66461955","4.8.3","4632","","","","0"
"2007/2008","Nova Scotia","2016A000212","10 years","Total, sex","Number","223","units ","0","v66461956","4.9.1","9681","","","","0"
"2007/2008","Nova Scotia","2016A000212","10 years","Males","Number","223","units ","0","v66461957","4.9.2","5052","","","","0"
"2007/2008","Nova Scotia","2016A000212","10 years","Females","Number","223","units ","0","v66461958","4.9.3","4626","","","","0"
